beta1,beta2,Latent_days,Infectious_days,e_mult,i_mult,R_before,R_after,Latent_near_relaxed_bound,Infectious_near_relaxed_bound,SSE,RMSE,R2,AIC,BIC
0.2799617181913562,0.17511366750278612,2.999211501655626,4.998855007067273,0.9996444952917701,0.9998552990816659,1.3994880367680176,0.8753678336022159,False,False,529263568.72393245,1859.9029574866352,0.8687375852596121,2315.653555137277,2333.836182665632
