q,beta1,beta2,R_before,R_after,e_mult,i_mult,SSE,RMSE,R2,AIC,BIC
0.1,0.28014483986489386,0.17519489020218712,1.4007241993244692,0.8759744510109355,0.9998395664863835,1.0008295662349413,530658029.7445581,1862.3515069893083,0.8683917456219624,2312.0561371009985,2324.1778887865685
0.3,0.28014481307413164,0.17474274131907738,1.400724065370658,0.8737137065953868,0.9959582572924282,1.0032015313692735,528525981.3502404,1858.6065153118723,0.8689205139655993,2311.440183987114,2323.561935672684
0.5,0.28053112266187963,0.17491242406878016,1.4026556133093981,0.8745621203439008,0.9977574887792693,0.9946192149046558,528795763.9443907,1859.0808115003576,0.8688536053082578,2311.518261900454,2323.640013586024
0.7,0.27994525367021333,0.17510684402805396,1.3997262683510665,0.8755342201402697,0.9999781064312749,0.9998554983964567,530385331.4650668,1861.8729263538169,0.868459377397087,2311.9774921761896,2324.0992438617595
0.99,0.2798021019256086,0.17471487399742686,1.399010509628043,0.8735743699871342,1.0022187873854738,1.0012032304914027,528426999.3626289,1858.4324678783032,0.8689450624429128,2311.4115275673394,2323.5332792529093
