tc_day,tc_date,beta1,beta2,e_mult,i_mult,R_before,R_after,SSE,RMSE,R2,AIC,BIC
97,2025-08-06,0.18855478341771936,0.1593900369668363,2.100160019294105,2.6183852481316214,0.9427739170885968,0.7969501848341815,1478885007.5508823,3109.005481183961,0.6332224081046829,2470.869800957172,2486.0219905641343
98,2025-08-07,0.1885547855578744,0.15939003687875225,2.1001439087818974,2.618384688020423,0.9427739277893719,0.7969501843937612,1478803430.536815,3108.9197318254182,0.6332426399824969,2470.8613610667535,2486.0135506737156
99,2025-08-08,0.18658822435693312,0.16074157605051126,2.1005016837688375,2.926853859912582,0.9329411217846656,0.8037078802525562,1462298298.2589524,3091.5215052428107,0.63733607026266,2469.1441054382726,2484.2962950452347
100,2025-08-09,0.18658111079267972,0.15980806904196804,2.1005113943717624,2.9266979891371117,0.9329055539633986,0.7990403452098401,1462310243.4004219,3091.5341321419755,0.6373331077536072,2469.145355251107,2484.297544858069
101,2025-08-10,0.18609507005009582,0.1597831240850638,0.9476503028493014,3.7137591950869187,0.930475350250479,0.7989156204253189,1299012157.7293363,2913.8077391472857,0.6778325910249563,2451.0280979121317,2466.180287519094
102,2025-08-11,0.18609505365551368,0.15978311953368735,0.9476508148765848,3.7137582154982853,0.9304752682775683,0.7989155976684367,1298646362.6117666,2913.3974536531614,0.6779233117041601,2450.9850078347254,2466.1371974416875
103,2025-08-12,0.1860668755775111,0.1574224230151083,0.9474683629933075,3.7103832140587336,0.9303343778875554,0.7871121150755415,1297511137.3974643,2912.123786913981,0.6782048583884761,2450.85120280259,2466.003392409552
104,2025-08-13,0.1860380724302667,0.15595308154261375,0.9481838213217034,3.710261690199827,0.9301903621513335,0.7797654077130687,1297148057.7342255,2911.7163118366893,0.6782949056090977,2450.808383160656,2465.960572767618
105,2025-08-14,0.1860395766795732,0.15478121321224436,0.948162112559875,3.7098133399530266,0.9301978833978659,0.7739060660612218,1297005406.6875803,2911.556202588894,0.6783302844296974,2450.7915563919564,2465.9437459989185
106,2025-08-15,0.18602700779108197,0.15405196190856923,0.9482587587958412,3.7099133540153706,0.9301350389554098,0.7702598095428461,1297192216.2424722,2911.7658728539304,0.6782839538777368,2450.8135916152523,2465.9657812222144
107,2025-08-16,0.18602700779108197,0.15405196190856923,0.9482587587958412,3.7099133540153706,0.9301350389554098,0.7702598095428461,1298082327.7480526,2912.7647039497556,0.6780631977318105,2450.9185416414525,2466.0707312484146
108,2025-08-17,0.18591784910679512,0.15234020909342075,0.9435582116711437,3.7082182268918857,0.9295892455339756,0.7617010454671037,1298385326.7175796,2913.10463354773,0.6779880510964585,2450.9542508038353,2466.1064404107974
109,2025-08-18,0.18599667709366358,0.14954210170267768,0.9436740034698297,3.7093276044993075,0.9299833854683178,0.7477105085133884,1298663326.1507113,2913.4164816854254,0.6779191045846529,2450.9870063807357,2466.139195987698
110,2025-08-19,0.18592701680195806,0.1496120263747694,0.9439278467139162,3.7045507210793596,0.9296350840097902,0.7480601318738469,1298812968.0913177,2913.584329937212,0.6778819919556507,2451.0046351975907,2466.156824804553
111,2025-08-20,0.1859057392766305,0.1484789314662323,0.943666541069207,3.7035269885792017,0.9295286963831525,0.7423946573311615,1299471521.9641774,2914.3228924287873,0.6777186643119275,2451.082193097883,2466.2343827048453
112,2025-08-21,0.18577429340492843,0.14847056656396254,0.9466406732486264,3.720119809098813,0.9288714670246421,0.7423528328198127,1300378922.0593643,2915.3402272995304,0.6774936204308286,2451.1889932567306,2466.3411828636927
113,2025-08-22,0.1856339698626956,0.1474229231638748,0.9474674472024849,3.724430444625967,0.9281698493134779,0.7371146158193739,1301676449.179033,2916.7943380225624,0.6771718213254613,2451.3415816051247,2466.493771212087
114,2025-08-23,0.18557700171537583,0.14742241659761107,0.947973387473747,3.726715482034463,0.9278850085768792,0.7371120829880553,1303903640.5402765,2919.288614817506,0.676619456618269,2451.6031435986374,2466.7553332055995
115,2025-08-24,0.18549761705108153,0.1426122307128553,0.9489055002903096,3.733543635019518,0.9274880852554076,0.7130611535642765,1305300869.7148542,2920.852312841308,0.6762729304520283,2451.767006632987,2466.919196239949
116,2025-08-25,0.18549761705108153,0.1426122307128553,0.9489055002903096,3.733543635019518,0.9274880852554076,0.7130611535642765,1306794433.9299045,2922.5228982926938,0.6759025122766189,2451.941973717448,2467.09416332441
117,2025-08-26,0.18539952167116439,0.1417590367503137,0.9460445935215657,3.7356969464650365,0.9269976083558219,0.7087951837515685,1308081702.6767154,2923.96197175444,0.6755832573455954,2452.0926134601227,2467.244803067085
118,2025-08-27,0.1855422253168663,0.1373162212083339,0.9456394150389758,3.7357296389191994,0.9277111265843314,0.6865811060416694,1309749495.9351308,2925.825391543084,0.6751696287051145,2452.2875629306586,2467.4397525376207
119,2025-08-28,0.18555068255980753,0.13136183332635737,0.5744248517221013,3.960164918341364,0.9277534127990376,0.6568091666317868,1280762625.6719415,2893.267625611461,0.6823586490937392,2448.863393458004,2464.015583064966
120,2025-08-29,0.18535903606393972,0.13315180321973843,0.5743045528614726,3.9615835022893267,0.9267951803196985,0.6657590160986921,1282811519.8194492,2895.580946619827,0.6818505037966847,2449.107958938482,2464.2601485454443
121,2025-08-30,0.18535903579442162,0.13315180321907766,0.5743046615642734,3.9615834716412826,0.9267951789721081,0.6657590160953882,1285859716.1780198,2899.019122124684,0.6810945220169573,2449.471083853219,2464.6232734601813
122,2025-08-31,0.18537056642110555,0.13315174452176254,0.5741379121840946,3.963138405936886,0.9268528321055277,0.6657587226088126,1289237756.735325,2902.8245842450674,0.6802567357289043,2449.87249817417,2465.024687781132
123,2025-09-01,0.18514309748594326,0.1342814303576725,0.5735625830228729,4.001151996869951,0.9257154874297163,0.6714071517883625,1290024948.0260668,2903.7106618968614,0.6800615047782185,2449.965889414233,2465.118079021195
124,2025-09-02,0.18499089999705276,0.13146840644147803,0.5736548878818458,4.004412743178034,0.9249544999852638,0.6573420322073901,1291805675.4087121,2905.714085913573,0.6796198673974255,2450.176942246494,2465.329131853456
125,2025-09-03,0.1850743765715876,0.12698872595025157,0.5730085166775455,3.9995212526485107,0.9253718828579379,0.6349436297512578,1294474044.7020261,2908.713576695903,0.6789580863538068,2450.4926549233287,2465.644844530291
126,2025-09-04,0.1849682862639951,0.1269885016812717,0.5727952033711763,3.996256094524124,0.9248414313199755,0.6349425084063585,1297611552.6909864,2912.2364703811763,0.6781799544376216,2450.863043121335,2466.015232728297
127,2025-09-05,0.1849682862639951,0.1269885016812717,0.5727952033711763,3.996256094524124,0.9248414313199755,0.6349425084063585,1301075494.3008525,2916.1209509653686,0.6773208638689527,2451.270928619368,2466.42311822633
128,2025-09-06,0.18496828752789043,0.12698850168111173,0.5727952032218906,3.9962559363120636,0.9248414376394521,0.6349425084055585,1305146329.7819717,2920.6794018703285,0.6763112578298467,2451.7488912619788,2466.901080868941
129,2025-09-07,0.18496828752789043,0.12698850168111173,0.5727952032218906,3.9962559363120636,0.9248414376394521,0.6349425084055585,1309412052.7984896,2925.4484632447793,0.6752533178225422,2452.2481390163784,2467.4003286233406
130,2025-09-08,0.18496501938763454,0.12566527261337226,0.5728108141687981,3.988627638629653,0.9248250969381727,0.6283263630668613,1313179790.3937488,2929.654322103201,0.6743188829509823,2452.6877531714895,2467.8399427784516
131,2025-09-09,0.1847958060992448,0.1184386569665507,0.5750142946517592,4.00561042794592,0.923979030496224,0.5921932848327535,1313033743.3135266,2929.4914048240666,0.6743551040203106,2452.6707361216495,2467.8229257286116
132,2025-09-10,0.1844101752918988,0.12290232092921052,0.583323790480651,4.064143857617325,0.9220508764594939,0.6145116046460526,1313842193.6623478,2930.39312723499,0.6741546006203887,2452.7649110353054,2467.9171006422675
133,2025-09-11,0.18440182722742662,0.11298036126657543,0.5850430429435945,4.064945847562096,0.9220091361371331,0.5649018063328771,1315294391.9981787,2932.012171280521,0.6737944415776971,2452.933929540612,2468.086119147574
134,2025-09-12,0.18440182722742662,0.11298036126657543,0.5850430429435945,4.064945847562096,0.9220091361371331,0.5649018063328771,1319081051.4081473,2936.2296879579103,0.6728553139155566,2453.373775189937,2468.525964796899
135,2025-09-13,0.18423557947711372,0.11641727497125606,0.5873184302457524,4.09834278855106,0.9211778973855685,0.5820863748562802,1322553569.2279277,2940.09200117036,0.6719940963650035,2453.7760227440103,2468.9282123509724
136,2025-09-14,0.18417223911645017,0.10304030360033575,0.5856953801088666,4.0982898784130946,0.9208611955822508,0.5152015180016787,1324087083.4819152,2941.796040572195,0.671613770198775,2453.9533250210507,2469.1055146280128
137,2025-09-15,0.18417223911645017,0.10304030360033575,0.5856953801088666,4.0982898784130946,0.9208611955822508,0.5152015180016787,1327899097.2016726,2946.0276758166406,0.6706683544259016,2454.3931753528977,2469.54536495986
138,2025-09-16,0.1839821155984169,0.10284973321116253,0.5944203858371405,4.107093034193083,0.9199105779920844,0.5142486660558127,1330965966.3222742,2949.427734814108,0.6699077416230339,2454.746131349037,2469.898320955999
