ChangeDate,beta1,beta2,R_before,R_after,SSE,RMSE,R2,AIC,BIC
2025-05-20,0.29123133112111504,0.1757559408292598,1.4561566556055752,0.8787797041462989,736602801.0994292,2194.173510187088,0.8173154774095589,2362.2295808275203,2374.3513325130903
2025-05-23,0.28031297814319556,0.17626974057985512,1.4015648907159777,0.8813487028992756,546471267.7344149,1889.8961961576297,0.8644699117265792,2316.5488182665035,2328.6705699520735
2025-05-26,0.27949763291273577,0.1711555322564526,1.3974881645636787,0.855777661282263,586323072.7917522,1957.594683879,0.8545862838468037,2327.318369726821,2339.440121412391
2025-05-29,0.2797166620704017,0.17021281084644627,1.3985833103520084,0.8510640542322313,1198425978.9008822,2798.722840028981,0.702778923065842,2436.697049844446,2448.818801530016
2025-06-01,0.279211547606424,0.16338766140242836,1.39605773803212,0.8169383070121418,2244037826.7822967,3829.7407093089064,0.44345720862215643,2532.6690282688623,2544.7907799544323
