replicate,seed,success,error,change_index,change_date,beta1,beta2,e_mult,i_mult,R_before,R_after,optimizer_success,SSE,RMSE,R2,AIC,BIC
282,3720478889,True,,23,2025-05-24,0.2799273190514319,0.17543546853614267,0.9995603865968848,0.9997987885875568,1.3996365952571594,0.8771773426807133,True,510381231.2591932,1826.4241130990795,0.8792642859776754,2308.0952810831936,2323.2474706901558
283,1004780496,True,,23,2025-05-24,0.2844048890503503,0.17487061637918194,0.9889036799888306,0.9958608597175438,1.4220244452517512,0.8743530818959097,True,712765954.5179808,2158.3792553491253,0.8352333636353514,2359.196539530573,2374.348729137535
284,1885805796,True,,16,2025-05-17,0.27994769845802003,0.1780439840439148,1.0089489726951864,0.9443924758486701,1.3997384922901002,0.890219920219574,True,708283373.5167028,2151.5815334029085,0.8195548230501595,2358.2312849761497,2373.383474583112
285,3191205366,True,,20,2025-05-21,0.27214398384675065,0.17324494286018813,1.0015253708809935,1.0224951103698012,1.3607199192337531,0.8662247143009406,True,707689966.4443285,2150.6800360079583,0.8011951378072815,2358.1030462800863,2373.2552358870485
286,937792054,True,,23,2025-05-24,0.27788097797205324,0.17524109817607697,0.9989511842342825,1.1932728421780325,1.3894048898602662,0.8762054908803848,True,510140593.62609094,1825.9934955859408,0.8710795980535221,2308.0231267056015,2323.1753163125636
287,3466620198,True,,21,2025-05-22,0.27993377122201074,0.17035719889460732,1.0004344613178318,0.9996709271134202,1.3996688561100536,0.8517859944730366,True,631434409.9042243,2031.507392788841,0.8567083885252385,2340.6592064770266,2355.8113960839887
288,1481733069,True,,25,2025-05-26,0.2572667086422523,0.17389163029047758,0.9996542260344309,1.009318184780251,1.2863335432112615,0.8694581514523878,True,691631057.9648252,2126.1383847583033,0.8321065081777188,2354.591170407763,2369.743360014725
289,1797937666,True,,23,2025-05-24,0.28054148510755716,0.1752252568948089,1.0343186764062628,1.0004014376167678,1.4027074255377858,0.8761262844740444,True,579085556.2152281,1945.4749847889072,0.8669948306539941,2327.4179989130243,2342.5701885199865
290,772304300,True,,25,2025-05-26,0.1787296037089476,0.1752713436643956,0.1980728862800614,4.400005319908125,0.893648018544738,0.8763567183219779,True,1707927200.2238352,3341.0960592715633,0.6214962091094736,2492.9005832404077,2508.05277284737
291,2986881594,True,,24,2025-05-25,0.23670654469896163,0.17601661067713845,1.4284810042061546,1.1897001648875654,1.183532723494808,0.8800830533856921,True,548346410.2958035,1893.1358815430137,0.8704898421437206,2319.0729184855386,2334.2251080925007
292,878566657,True,,17,2025-05-18,0.28012013575356054,0.18115168639365523,1.0009955037220035,0.9975593142195872,1.4006006787678027,0.9057584319682761,True,590560892.157834,1964.6564870589225,0.827506798109542,2330.4202441422153,2345.5724337491774
293,3494871115,True,,23,2025-05-24,0.26297299093299525,0.17458361896929372,0.9995944122863085,0.999344530982034,1.3148649546649762,0.8729180948464685,True,588680371.2350403,1961.5259686578756,0.8264449968033042,2329.9322694520265,2345.0844590589886
294,4286200573,True,,25,2025-05-26,0.28282051238375694,0.17303500808586997,0.99218950780694,0.999981564008217,1.4141025619187846,0.8651750404293498,True,406612481.4805347,1630.2140712720611,0.9002762402427019,2273.3187848773546,2288.4709744843167
295,2441927219,True,,23,2025-05-24,0.28000000775587114,0.16999999927074635,1.0000001928256015,1.0000000501664277,1.4000000387793556,0.8499999963537317,True,1395622893.8060617,3020.2182471090296,0.5931104309582503,2462.0038187537966,2477.1560083607587
296,917943207,True,,19,2025-05-20,0.2791694064471717,0.17234983554490546,0.9755385643156306,1.0161809042894407,1.3958470322358585,0.8617491777245273,True,542238538.9878007,1882.5628112980341,0.8711153394515825,2317.3591334539137,2332.511323060876
297,2936602720,True,,22,2025-05-23,0.2658984664300642,0.17404487496960402,1.000044069217669,0.9998271798801928,1.329492332150321,0.8702243748480201,True,466325226.3863226,1745.8170856772572,0.8838356204144168,2294.2832585096135,2309.4354481165756
298,2909454020,True,,20,2025-05-21,0.27984953169232907,0.1774210253383577,1.0001653143868023,1.0003610057117678,1.3992476584616453,0.8871051266917885,True,776206132.3504808,2252.3860004673224,0.7719845926960756,2372.2420856607687,2387.394275267731
299,2395594063,True,,19,2025-05-20,0.27978336422655825,0.1744698670405879,1.00107961813158,0.9991968972527133,1.3989168211327911,0.8723493352029394,True,601095001.2373209,1982.10128355822,0.8586560126763326,2333.1253214752655,2348.2775110822276
300,509826957,True,,21,2025-05-22,0.27965199289824505,0.17344103773767658,0.9993553704767678,0.9999941270668841,1.3982599644912252,0.8672051886883828,True,688298735.8232234,2121.0102658554497,0.850476499790311,2353.8522251642917,2369.004414771254
301,3635324897,True,,23,2025-05-24,0.28001455861808355,0.17384300031992433,1.0969163358050695,1.00194173229937,1.4000727930904178,0.8692150015996216,True,359944365.0831852,1533.8114452445911,0.9183615393040605,2254.666383540477,2269.818573147439
302,485116702,True,,21,2025-05-22,0.2799025861750397,0.1751779881376254,1.0009017073911437,1.0004136734406694,1.3995129308751986,0.8758899406881269,True,825693035.0860021,2323.076947462154,0.8091432902145055,2381.6982440579036,2396.8504336648657
303,2085474854,True,,23,2025-05-24,0.29197411150412017,0.17513591504784484,1.0139377389700928,0.9399097502125296,1.4598705575206008,0.8756795752392241,True,338309735.61994946,1487.001930938238,0.909547307833149,2245.1822769716946,2260.3344665786567
304,1069063865,True,,27,2025-05-28,0.24466209857622317,0.17283564569122886,0.6004257254841524,1.323774571417695,1.2233104928811158,0.8641782284561442,True,976446409.3925207,2526.262590422482,0.7602620902321655,2407.355853278494,2422.5080428854562
305,4149682914,True,,25,2025-05-26,0.2800156852340799,0.17246636276485044,0.9229195265788861,1.0000770321698678,1.4000784261703993,0.8623318138242522,True,377507656.21955866,1570.78652339795,0.9117738668050441,2261.95551342403,2277.107703030992
306,3446359561,True,,26,2025-05-27,0.25766047332622205,0.1738936149210931,0.8110285487669951,0.7481417079618926,1.2883023666311102,0.8694680746054654,True,601864750.1978837,1983.369995044059,0.8526026901161912,2333.3211245466473,2348.4733141536094
307,2154930276,True,,23,2025-05-24,0.2799047439657956,0.17442601854094508,0.9996342904578585,0.9999593271190353,1.399523719828978,0.8721300927047254,True,323968063.02276325,1455.1420275733283,0.9144857101487742,2238.5547892180157,2253.706978824978
308,2968374869,True,,20,2025-05-21,0.27997825291528955,0.17318565164189678,0.9990584735029948,1.0004756786932087,1.3998912645764476,0.8659282582094838,True,472978970.37989885,1758.2280339809347,0.8795873194391793,2296.4509052905637,2311.603094897526
309,21513548,True,,23,2025-05-24,0.2816065366868024,0.1739407717257911,0.9993983635257554,1.0047033614038108,1.408032683434012,0.8697038586289554,True,484538863.24319756,1779.584410695975,0.8864667705323663,2300.1453525000366,2315.2975421069987
310,3942099350,True,,19,2025-05-20,0.273838145449516,0.17678288819448126,1.0041263038826995,0.999868439773751,1.36919072724758,0.8839144409724062,True,660878341.8841972,2078.33257368132,0.8297354382785294,2347.632288404345,2362.7844780113073
311,190280157,True,,19,2025-05-20,0.27971373645443126,0.1765305403397144,1.0000372863716602,0.9996634340007302,1.3985686822721561,0.882652701698572,True,663952394.5182998,2083.1606116923713,0.8279619584908721,2348.3423125367517,2363.494502143714
312,1394883599,True,,23,2025-05-24,0.2806093860165181,0.17607191036327358,1.0001979654779032,1.0007516715941633,1.4030469300825903,0.8803595518163678,True,567338307.5573134,1925.6410655795885,0.8473216397253427,2324.2823489830716,2339.4345385900338
313,1569515054,True,,20,2025-05-21,0.20009988076891508,0.17972055521557473,0.08290725376581778,2.3845609079975767,1.0004994038445754,0.8986027760778736,True,857119609.8012483,2366.8732439548457,0.7909912976760978,2387.4134673594363,2402.5656569663984
314,3954919314,True,,20,2025-05-21,0.28011362830137465,0.1727003707300559,1.0004231041541969,0.9997532020523728,1.4005681415068731,0.8635018536502794,True,500173010.1789812,1808.0665479159463,0.8879849893571372,2305.004084411615,2320.1562740185773
315,2602969680,True,,25,2025-05-26,0.2799542176869005,0.1717371472793751,0.9999955953605729,1.0008377857603121,1.3997710884345023,0.8586857363968755,True,589483398.447722,1962.863385361537,0.8611882919421003,2330.1408366915357,2345.293026298498
316,2856276165,True,,25,2025-05-26,0.16751110376087933,0.17950387549830266,0.21413561153064112,5.038939301731254,0.8375555188043966,0.8975193774915132,True,1479477400.9215999,3109.6281022218886,0.6307369276331909,2470.9310755235824,2486.0832651305445
317,1137767277,True,,25,2025-05-26,0.24035220255696246,0.17373860543767403,0.9386722925237114,1.0256852345610505,1.2017610127848122,0.86869302718837,True,642542562.2917757,2049.2985605182876,0.8485253508441073,2343.3273714817615,2358.4795610887236
318,3913705845,True,,23,2025-05-24,0.2375272805858319,0.17712238052328116,0.18766848461985458,1.9537787324803815,1.1876364029291593,0.8856119026164058,True,564526630.230892,1920.8634874599522,0.8448709381534936,2323.522209674132,2338.674399281094
319,1471996045,True,,21,2025-05-22,0.2796530716472983,0.17283808348425744,0.9991471492502044,0.9999740299816948,1.3982653582364915,0.8641904174212872,True,674444748.1998634,2099.5560504900636,0.8443496644096065,2350.741246231169,2365.893435838131
320,1605392308,True,,20,2025-05-21,0.2799198809074975,0.17755716130163246,0.999986748420599,1.000118084213061,1.3995994045374873,0.8877858065081623,True,764116550.2207999,2234.7764582697305,0.7960157541913451,2369.8403239125073,2384.9925135194694
321,2540565312,True,,29,2025-05-30,0.2188410216252713,0.172736076817702,0.0844031115990149,2.134253010972716,1.0942051081263564,0.86368038408851,True,743478433.1760252,2204.39020242542,0.8186814739836924,2365.651096418268,2380.80328602523
322,2743955408,True,,22,2025-05-23,0.2800616331017266,0.17443869318194533,1.0002794192149982,1.0000577514155424,1.400308165508633,0.8721934659097266,True,588006631.264174,1960.4031719260886,0.8655198616222807,2329.7570618962563,2344.9092515032185
323,2358013709,True,,22,2025-05-23,0.280018583822208,0.17528899185779417,1.0922966135026335,1.000902619055079,1.40009291911104,0.8764449592889708,True,534422962.18766993,1868.9463708663,0.8745373728213502,2315.137814583618,2330.29000419058
324,785431001,True,,18,2025-05-19,0.2797561422340379,0.17736330521893198,0.9998581260312213,0.9999050983458581,1.3987807111701893,0.8868165260946599,True,624470894.672756,2020.2745148885606,0.8168151899906875,2338.962535964202,2354.114725571164
325,3962099397,True,,23,2025-05-24,0.2869314061739675,0.17491151358282175,1.019017277285474,1.0326335637254398,1.4346570308698374,0.8745575679141088,True,594331578.7430395,1970.918598649758,0.856526415772021,2331.3940320752117,2346.546221682174
326,580396210,True,,23,2025-05-24,0.2799761786097199,0.17133717063111334,0.9997570184275761,0.9996614568894953,1.3998808930485995,0.8566858531555667,True,296563559.9433228,1392.237020481135,0.9301555292411603,2225.032132518498,2240.1843221254603
327,1111940663,True,,29,2025-05-30,0.18126601398245026,0.17423972978185726,0.1958956310031493,3.601244170406645,0.9063300699122513,0.8711986489092862,True,1175064134.98373,2771.309752624506,0.7049177054967246,2435.685048627683,2450.837238234645
328,2209314681,True,,25,2025-05-26,0.2349900395441942,0.17733178048868056,1.0392495914509106,0.9654610163740618,1.1749501977209709,0.8866589024434027,True,660626667.1844393,2077.9368022504104,0.8077145096455259,2347.5740120765763,2362.7262016835384
329,927142508,True,,21,2025-05-22,0.27845181595420004,0.17095348976153463,0.9995866608142945,0.9560735803805898,1.3922590797710002,0.8547674488076731,True,671953207.30779,2095.6743611915213,0.8313951448479994,2350.1749854312816,2365.3271750382437
330,602009756,True,,22,2025-05-23,0.27542887184977677,0.17289784975185332,1.0190196062569392,0.9990228610162663,1.3771443592488837,0.8644892487592666,True,325478119.00022674,1458.5293851416718,0.9221286687854454,2239.266284603785,2254.4184742107473
331,3769184622,True,,23,2025-05-24,0.24917113983737119,0.17352456255654147,0.9980434629643181,0.9225360352189753,1.245855699186856,0.8676228127827074,True,477696594.9228926,1766.9748065029935,0.8914963325774066,2297.9694096180883,2313.1215992250504
332,339105197,True,,19,2025-05-20,0.27984205947789226,0.17455472967810204,1.0001513137688693,0.9996986364878223,1.3992102973894611,0.8727736483905102,True,525610340.5107995,1853.4728761665124,0.8689439140732486,2312.593814923152,2327.746004530114
333,3833592766,True,,21,2025-05-22,0.2794971606961169,0.17504523681532314,0.9999531192772269,0.9968204523269547,1.3974858034805844,0.8752261840766157,True,641095563.1309764,2046.989760425642,0.8502680583740536,2342.9824285247187,2358.134618131681
334,3318073014,True,,21,2025-05-22,0.2870745249245427,0.17609807066640118,0.9998475432557832,1.0009480229613938,1.4353726246227134,0.8804903533320059,True,346509003.0045994,1504.9135275889632,0.9044187678657475,2248.8461599469106,2263.9983495538727
335,1277094228,True,,24,2025-05-25,0.28012670830001785,0.1765048146513905,1.0224375108521468,1.0143039598597656,1.4006335415000892,0.8825240732569525,True,786488003.2333472,2267.2548303129565,0.8174871253167335,2374.255466156049,2389.407655763011
336,2683821804,True,,22,2025-05-23,0.28204250486566107,0.17588673558146986,1.057386221591246,1.0134734933032954,1.4102125243283052,0.8794336779073493,True,444567487.54520774,1704.6025499325794,0.8799378107551292,2286.9726997238945,2302.1248893308566
337,769549475,True,,20,2025-05-21,0.28002853507791037,0.17468910590659611,0.9998737179652111,1.0001374698676924,1.4001426753895518,0.8734455295329805,True,529441380.5252727,1860.21535847432,0.8789622623273737,2313.704948504013,2328.857138110975
338,774005934,True,,20,2025-05-21,0.2783009933688857,0.17529184967389108,0.9975959041566177,0.9931292806076012,1.3915049668444284,0.8764592483694553,True,654335036.5497961,2068.0182748933303,0.8506797540765283,2346.1098982089634,2361.2620878159255
339,3909244034,True,,27,2025-05-28,0.23914262236555486,0.17255017047975035,0.9813465543229168,0.940264332061529,1.1957131118277742,0.8627508523987517,True,473982607.12374926,1760.0924796034244,0.8798936222439757,2296.775219355575,2311.927408962537
340,2183068065,True,,18,2025-05-19,0.274202013557719,0.1771880224593485,0.9821742345714936,1.0171321628364012,1.371010067788595,0.8859401122967425,True,613148377.9230002,2001.8755550879841,0.8359655677511868,2336.1629780801113,2351.3151676870734
341,889485357,True,,27,2025-05-28,0.17184868553920277,0.17913554183795113,0.09149907589750124,4.867646555680233,0.8592434276960138,0.8956777091897556,True,1539109973.447893,3171.6781536147305,0.6344814749446994,2476.976930515065,2492.129120122027
342,1258604040,True,,16,2025-05-17,0.2756568757862363,0.17657730984319492,0.9659253243031987,0.9929644364697559,1.3782843789311816,0.8828865492159745,True,825125706.6432602,2322.27872461351,0.8061225383635453,2381.5930825971536,2396.7452722041157
343,1069353891,True,,19,2025-05-20,0.2799326335279096,0.17509366545749586,0.9999477083136797,1.0002249021439882,1.399663167639548,0.8754683272874793,True,757718400.3208518,2225.4006033149008,0.8001852647440758,2368.5538207972427,2383.706010404205
344,3866485992,True,,20,2025-05-21,0.27997050336669205,0.1724488176951226,1.0000562363458054,0.9999056842368766,1.3998525168334601,0.862244088475613,True,649759024.2956343,2060.774371072243,0.8488953893384392,2345.036152427203,2360.188342034165
345,304660393,True,,22,2025-05-23,0.2793502519409538,0.17148738055485493,0.9988656476130205,0.9990694356796933,1.3967512597047689,0.8574369027742746,True,556708637.5502434,1907.5163291778192,0.865310139966616,2321.388541032184,2336.540730639146
346,3093102126,True,,22,2025-05-23,0.28134353811917723,0.17576477084243236,0.9961614395629875,0.999164130344337,1.406717690595886,0.8788238542121618,True,443388328.83091486,1702.3404282150475,0.8817508274241579,2286.5663475473375,2301.7185371542996
347,512683722,True,,24,2025-05-25,0.2813816742578678,0.1744382858020625,1.0092451216216332,1.0043965621520643,1.4069083712893389,0.8721914290103124,True,380225323.095628,1576.4304078170971,0.8954651953419814,2263.0530103689985,2278.2051999759606
348,3212681941,True,,18,2025-05-19,0.2731275441991094,0.17921714520907947,0.9812237521667327,1.0192721979808221,1.3656377209955468,0.8960857260453973,True,831612224.6712003,2331.3888601987496,0.7644644084700212,2382.7911505723087,2397.9433401792708
349,1007613359,True,,23,2025-05-24,0.2809023840349139,0.1768971760685282,0.9994348044794197,0.995986864472081,1.4045119201745695,0.884485880342641,True,738880844.0980337,2197.563778990782,0.8337423701619087,2364.7020236863245,2379.8542132932866
350,1862256507,True,,23,2025-05-24,0.2806228036735139,0.1745049472843157,1.0006191403582863,0.9993253708837737,1.4031140183675694,0.8725247364215785,True,512458828.39629954,1830.137729015321,0.8690311374474737,2308.7168304566976,2323.8690200636597
351,2034947711,True,,20,2025-05-21,0.2799547106239765,0.1752105141844377,0.9998870539434805,0.9703337430089186,1.3997735531198823,0.8760525709221885,True,578925210.6313038,1945.2056205159786,0.8513601091945526,2327.375628193857,2342.5278178008193
352,288421432,True,,21,2025-05-22,0.2799258944552698,0.1711074996724213,0.9999174837889626,0.9999571765144344,1.3996294722763487,0.8555374983621065,True,756775227.384321,2224.0151339946838,0.8351823059005506,2368.3632548215196,2383.5154444284817
353,2778372638,True,,29,2025-05-30,0.19173505391693232,0.17432767160092486,0.15950066619299869,3.872373928761806,0.9586752695846615,0.8716383580046242,True,1204303182.681656,2805.5770586291596,0.6593239720132538,2439.4455436707367,2454.597733277699
354,1675394907,True,,22,2025-05-23,0.27988129774544795,0.17514792185306974,1.0004436181491683,1.057668511362119,1.3994064887272397,0.8757396092653487,True,633565111.0698721,2034.932047603845,0.8510896199859629,2341.1746178763638,2356.326807483326
355,4134983409,True,,22,2025-05-23,0.27995857253694595,0.17657231691224276,1.0582412292495305,1.0010896938671783,1.3997928626847296,0.8828615845612138,True,497904959.941723,1803.9625228736961,0.8672304024900713,2304.308723339635,2319.460912946597
356,1734682755,True,,24,2025-05-25,0.2787625771826812,0.1748944520689952,0.9961740566052868,0.9998814185316895,1.393812885913406,0.8744722603449759,True,296092823.53603977,1391.131630239876,0.9197685765650427,2224.7890821187457,2239.941271725708
357,1390562301,True,,19,2025-05-20,0.27664472610512353,0.17602720992677998,0.9999196425635307,0.996537286364327,1.3832236305256176,0.8801360496338998,True,376286228.8350431,1568.2433218633228,0.9017994059452192,2261.4596788010836,2276.6118684080457
358,4124189812,True,,21,2025-05-22,0.2685948613623126,0.17700262318984444,1.000975610045633,0.9999721648836613,1.342974306811563,0.8850131159492222,True,488295866.6363198,1786.4703335138163,0.8673207276766703,2301.327103848378,2316.47929345534
359,2387471769,True,,23,2025-05-24,0.2836782866978221,0.17600352464594626,0.999513678807417,1.0009088950531204,1.4183914334891103,0.8800176232297313,True,613102537.0242064,2001.8007204367816,0.8508130382116501,2336.151538891878,2351.30372849884
360,1684242071,True,,27,2025-05-28,0.18079745773141884,0.17579784159279535,0.2317225629630435,3.582541791301879,0.9039872886570941,0.8789892079639767,True,1240185915.3981302,2847.0669638629515,0.6876731645342169,2443.9376500028593,2459.0898396098214
361,2626425352,True,,21,2025-05-22,0.27951178216105843,0.17634181475722024,1.0001508343918977,0.9989643404958537,1.3975589108052922,0.8817090737861012,True,470357612.0223334,1753.3490121239138,0.864479327143966,2295.600585545696,2310.752775152658
362,4102746728,True,,24,2025-05-25,0.2799849515943698,0.174304935029509,1.0298898198306878,1.0128906311746888,1.399924757971849,0.871524675147545,True,540618532.0628872,1879.7485092233394,0.8662095224775511,2316.901342206932,2332.053531813894
363,3301046817,True,,23,2025-05-24,0.2654802655626787,0.17254828662147023,1.0317800723346948,0.9955466857684302,1.3274013278133934,0.8627414331073511,True,658916620.6754389,2075.2456672832814,0.8382146737349337,2347.177454775647,2362.3296443826093
364,751686582,True,,19,2025-05-20,0.2743168675695873,0.17526217377219852,0.9986382337041033,1.001847937940849,1.3715843378479364,0.8763108688609925,True,797415326.0928793,2282.9509141512544,0.7784244296000637,2376.3665885866103,2391.5187781935724
365,2312208248,True,,19,2025-05-20,0.27826826726286574,0.17327784525796167,0.9854329997364406,1.0097395980119765,1.3913413363143285,0.8663892262898083,True,632867372.6326729,2033.8112145483658,0.8448006155838732,2341.0060277729563,2356.1582173799184
366,1858062550,True,,23,2025-05-24,0.2812605178852611,0.1752540539074704,0.9985441179214202,1.00014069540053,1.4063025894263053,0.876270269537352,True,525186632.3595941,1852.7256592284136,0.87400488283321,2312.4704279086827,2327.622617515645
367,1187661219,True,,19,2025-05-20,0.2747412560026226,0.176221108006108,0.9660325032460513,1.0043939204229542,1.373706280013113,0.8811055400305399,True,630060895.0358562,2029.296692352755,0.8339670739925913,2340.3260338412197,2355.478223448182
368,4014431483,True,,26,2025-05-27,0.2530176417315649,0.1721388345968284,0.8528841299006084,0.8283282240860365,1.2650882086578243,0.860694172984142,True,458918506.60372144,1731.8970418079175,0.9003877204495955,2291.833628657578,2306.9858182645403
369,1092297633,True,,19,2025-05-20,0.27959475494594654,0.1751719172266401,0.9871185734958453,1.0079806090103844,1.3979737747297327,0.8758595861332005,True,845200121.7612346,2350.3582285177317,0.7921500414395592,2385.2708481554923,2400.4230377624544
370,3665351181,True,,23,2025-05-24,0.28019002840672963,0.1751906539903516,0.9995285388791192,1.000503713653278,1.400950142033648,0.875953269951758,True,561506280.6092455,1915.7180612648895,0.8695819412049777,2322.7014262033777,2337.8536158103398
371,2385636437,True,,23,2025-05-24,0.27994648869166155,0.17448329592849599,0.9999616831112369,0.9998697110326406,1.3997324434583076,0.8724164796424799,True,413582755.6564257,1644.1275089628155,0.890252322631615,2275.9193306382836,2291.0715202452457
372,436689407,True,,23,2025-05-24,0.16419545504501143,0.18120195009407017,0.20528758617523388,4.650936518934559,0.8209772752250571,0.9060097504703508,True,1798255382.4414299,3428.3090807586123,0.5676856632307625,2500.785666405922,2515.937856012884
373,682048160,True,,20,2025-05-21,0.2707269615249751,0.17697130565142158,0.9985850007172553,0.9743899015512237,1.3536348076248754,0.8848565282571078,True,526674627.55996996,1855.3484382156755,0.8675496778280332,2312.903305182897,2328.055494789859
374,2898426033,True,,19,2025-05-20,0.2792340988775455,0.17676571299852217,0.9870567892127571,0.9991767043330841,1.3961704943877276,0.8838285649926109,True,755255434.1993797,2221.7808234492722,0.7986100482941634,2368.055683762928,2383.20787336989
375,2479859928,True,,27,2025-05-28,0.17928067581205165,0.17489678817205842,0.1857493699825976,4.530565477750939,0.8964033790602582,0.874483940860292,True,1269924631.0913458,2880.999997834977,0.6753645458901543,2447.5631767059117,2462.715366312874
376,99792761,True,,24,2025-05-25,0.2808443715101091,0.1735047382671397,0.9996010334493587,1.008236155890617,1.4042218575505454,0.8675236913356984,True,455370993.4470477,1725.1901352957825,0.8970020887112178,2290.6463193058626,2305.7985089128247
377,1009318395,True,,22,2025-05-23,0.2799784849129768,0.17439607991151682,0.9997258892575116,1.0001248958659148,1.3998924245648838,0.871980399557584,True,605301090.8943291,1989.02395167959,0.843308673707847,2334.192192180912,2349.344381787874
378,4002643412,True,,23,2025-05-24,0.2798529426546864,0.17631972932332649,1.0226860191930847,1.001891630501477,1.399264713273432,0.8815986466166323,True,475315689.64442647,1762.5658837070505,0.8671767216333672,2297.204929933229,2312.357119540191
379,2500747535,True,,20,2025-05-21,0.2721352565013723,0.17687870399352867,1.0190040273352416,1.0006975573500378,1.3606762825068615,0.8843935199676434,True,488555243.75398374,1786.944746712616,0.8700141375942236,2301.4083541013865,2316.5605437083486
380,1025212055,True,,23,2025-05-24,0.27982368119710027,0.17269801404414611,0.9978419280142969,1.0001033358233884,1.3991184059855013,0.8634900702207305,True,555183769.4369229,1904.9021202736442,0.8680974527220879,2320.9688871769417,2336.121076783904
381,108303100,True,,23,2025-05-24,0.2800760268762857,0.1675121668416087,1.0000108356898414,0.9989220690800674,1.4003801343814284,0.8375608342080434,True,1225740511.1562595,2830.4374025775933,0.6436832361171371,2442.1450806001344,2457.2972702070965
382,3709339939,True,,25,2025-05-26,0.2798006111660773,0.1723581807463656,0.9998896597372618,1.0004455890301656,1.3990030558303863,0.861790903731828,True,640709538.7949277,2046.3733883168272,0.8567863394137426,2342.890274537951,2358.042464144913
383,2193380627,True,,22,2025-05-23,0.2801029429939228,0.17409651727872733,1.0000801329526436,1.0000377611677371,1.400514714969614,0.8704825863936366,True,484375967.2341431,1779.2852483495724,0.8870982340550256,2300.0939071328353,2315.2460967397974
384,88750347,True,,23,2025-05-24,0.28296655550403604,0.1764806537684332,1.001034351319075,1.0083859738338912,1.41483277752018,0.8824032688421659,True,604977840.5665505,1988.4927792463086,0.850794744004993,2334.110463415682,2349.262653022644
385,3077398469,True,,22,2025-05-23,0.27538400461644547,0.17628327321032736,1.0004153820848607,1.011410160054573,1.3769200230822272,0.8814163660516368,True,671796338.2960782,2095.429726928881,0.8183203324202034,2350.139263061768,2365.29145266873
386,2496759441,True,,23,2025-05-24,0.2825504962101898,0.17552655409951506,1.0052829486036092,0.9977846432324122,1.4127524810509489,0.8776327704975753,True,711920312.8694139,2157.0985003756705,0.8389917829158253,2359.0149091037383,2374.1670987107004
387,1716278969,True,,20,2025-05-21,0.2800579124782255,0.1747518234853675,1.0002000457269942,1.0001754034781405,1.4002895623911273,0.8737591174268374,True,541624524.5778663,1881.4966309840565,0.8620168552402697,2317.1857827458257,2332.337972352788
388,833545892,True,,21,2025-05-22,0.27798824450853743,0.17098262754261814,1.0028914876342898,0.9992628277466942,1.389941222542687,0.8549131377130906,True,770165449.6776438,2243.6044903244883,0.8185967625624414,2371.0467337015893,2386.1989233085515
389,3391873846,True,,23,2025-05-24,0.2800323711046495,0.17768712558143174,0.9990941131695856,1.0004012009118908,1.4001618555232476,0.8884356279071587,True,776939940.6606822,2253.450427199941,0.8113709512463534,2372.3866601882596,2387.5388497952217
390,2697135537,True,,19,2025-05-20,0.27995069489368846,0.1738049462444367,0.9997396683488172,1.0000455770289807,1.3997534744684421,0.8690247312221835,True,581614890.3217932,1949.7190853831084,0.8571267722106676,2328.084818215146,2343.237007822108
391,1387839635,True,,17,2025-05-18,0.2268030429144576,0.17721499089158713,0.7120554670522183,1.698073559008119,1.134015214572288,0.8860749544579356,True,1151458501.1940477,2743.332381761977,0.7276883818718191,2432.580169389649,2447.7323589966113
392,3287722800,True,,24,2025-05-25,0.27995852593997145,0.17383825425495397,0.9997704183871988,1.0007403774669372,1.399792629699857,0.8691912712747698,True,396597361.36415493,1610.0123032943513,0.8937369108559146,2269.5031125225955,2284.6553021295576
393,2551504610,True,,27,2025-05-28,0.2570502395725179,0.17390957548504896,0.9944858662607585,0.9765361106191626,1.2852511978625893,0.8695478774252448,True,570024230.9347879,1930.1939198436069,0.8591615431997709,2325.0049805570466,2340.1571701640087
394,3236556991,True,,24,2025-05-25,0.2513070784392093,0.17394494665839563,0.8613008617624475,0.875240481979837,1.2565353921960465,0.8697247332919781,True,640386450.74586,2045.8573649734426,0.8525734362373995,2342.8131023776145,2357.9652919845767
395,2369163353,True,,23,2025-05-24,0.2792567785018467,0.17827105284366085,0.998541175653442,0.999723542536503,1.3962838925092336,0.8913552642183042,True,568880409.4545319,1928.2563654280864,0.8456872148447103,2324.6976594010644,2339.8498490080265
396,1781884168,True,,22,2025-05-23,0.2644800100280772,0.17705532553092065,0.9998880996789876,0.9999795709069393,1.3224000501403859,0.8852766276546032,True,537537002.0194354,1874.3835623183213,0.8602553385691889,2316.0267459811043,2331.1789355880665
397,4072907322,True,,22,2025-05-23,0.2581898742217667,0.17476018825681616,0.9998993267955788,0.7643254794374238,1.2909493711088333,0.8738009412840808,True,660873645.0149992,2078.3251883026696,0.8320052846671142,2347.631201027902,2362.783390634864
398,1727527871,True,,26,2025-05-27,0.2535401033863778,0.17386937545177897,0.8605139769277518,0.848001394482322,1.267700516931889,0.8693468772588948,True,738435192.4680833,2196.900955205067,0.8429097031323469,2364.60971479674,2379.761904403702
399,2595725176,True,,19,2025-05-20,0.2726517096919173,0.177679223914501,0.9998005263575106,0.9995566804576238,1.3632585484595865,0.888396119572505,True,500552385.10107255,1808.7521157822814,0.8653997998881302,2305.12008899416,2320.2722786011223
400,3766035956,True,,30,2025-05-31,0.18179504832154647,0.1769371745478791,0.17134337457630305,3.3459872121260137,0.9089752416077324,0.8846858727393955,True,1127844904.4917023,2715.0571492097874,0.7069918629096845,2429.4098941632355,2444.5620837701977
