Date,Observed,Predicted,Residual,Weekday
2025-08-16,4243.0,4288.315582744824,-45.31558274482359,Saturday
2025-08-17,4314.0,4217.001923218695,96.99807678130492,Sunday
2025-08-18,6218.0,4146.877562679118,2071.1224373208825,Monday
2025-08-19,5498.0,4077.9059157053007,1420.0940842946993,Tuesday
2025-08-20,5364.0,4010.084076581709,1353.9159234182912,Wednesday
2025-08-21,5115.0,3943.380011027399,1171.6199889726008,Thursday
2025-08-22,5240.0,3877.791686280677,1362.208313719323,Friday
2025-08-23,3514.0,3813.285684008477,-299.2856840084769,Saturday
2025-08-24,3523.0,3749.8482975453603,-226.8482975453603,Sunday
2025-08-25,5115.0,3687.46245326777,1427.53754673223,Monday
2025-08-26,4403.0,3626.1115031432823,776.8884968567177,Tuesday
2025-08-27,4314.0,3565.7781690801958,748.2218309198042,Wednesday
2025-08-28,4021.0,3506.4456001611425,514.5543998388575,Thursday
2025-08-29,4137.0,3448.097236405173,688.9027635948269,Friday
2025-08-30,2829.0,3390.717077243188,-561.7170772431882,Saturday
2025-08-31,2678.0,3334.2849240986166,-656.2849240986166,Sunday
2025-09-01,3838.0,3278.7852021959143,559.2147978040857,Monday
2025-09-02,3490.0,3224.2227069104556,265.7772930895444,Tuesday
2025-09-03,3287.0,3170.552055543568,116.4479444564322,Wednesday
2025-09-04,3398.0,3117.7794115346856,280.22058846531445,Thursday
2025-09-05,3277.0,3065.8845644545277,211.11543554547234,Friday
2025-09-06,2228.0,3014.842050731415,-786.8420507314149,Saturday
2025-09-07,2129.0,2964.660884137731,-835.660884137731,Sunday
2025-09-08,3337.0,2915.298516759602,421.7014832403979,Monday
2025-09-09,2929.0,2866.766344196163,62.23365580383688,Tuesday
2025-09-10,2701.0,2819.040808494296,-118.04080849429602,Wednesday
2025-09-11,2825.0,2772.1051650075706,52.89483499242942,Thursday
2025-09-12,2772.0,2725.9530828194224,46.046917180577566,Friday
2025-09-13,1894.0,2680.566263727564,-786.5662637275641,Saturday
2025-09-14,1667.0,2635.92641383186,-968.9264138318599,Sunday
2025-09-15,2619.0,2592.02405900876,26.975940991239895,Monday
2025-09-16,2271.0,2548.8586132382043,-277.85861323820427,Tuesday
2025-09-17,2154.0,2506.4102144380563,-352.4102144380563,Wednesday
2025-09-18,2015.0,2464.667472492624,-449.6674724926238,Thursday
2025-09-19,1955.0,2423.6182343014048,-468.61823430140475,Friday
2025-09-20,1383.0,2383.250621340377,-1000.2506213403772,Saturday
2025-09-21,1269.0,2343.554230151977,-1074.5542301519772,Sunday
2025-09-22,2015.0,2304.5180021863894,-289.51800218638937,Monday
2025-09-23,1738.0,2266.1305871517397,-528.1305871517397,Tuesday
2025-09-24,1567.0,2228.3813684978986,-661.3813684978986,Wednesday
2025-09-25,1574.0,2191.2591174722647,-617.2591174722647,Thursday
2025-09-26,1546.0,2154.755019145785,-608.7550191457849,Friday
2025-09-27,938.0,2118.8577455962077,-1180.8577455962077,Saturday
2025-09-28,1372.0,2083.557322085509,-711.557322085509,Sunday
2025-09-29,1287.0,2048.8439066620545,-761.8439066620545,Monday
2025-09-30,1439.0,2014.7081987644078,-575.7081987644078,Tuesday
