beta1,beta2,Latent_days,Infectious_days,e_mult,i_mult,R_before,R_after,Latent_near_relaxed_bound,Infectious_near_relaxed_bound,SSE,RMSE,R2,AIC,BIC
0.2801182610890863,0.17449260336315786,2.999999657599424,4.9999999214584765,1.0004745969155167,0.9992416342309767,1.4005912834445164,0.8724630031108744,False,False,529926374.9676604,1861.0671879918798,0.8690224622561897,2315.8450399018957,2334.0276674302504
