ChangeDate,beta1,beta2,R_before,R_after,SSE,RMSE,R2,AIC,BIC
2025-05-20,0.27887906209244095,0.18189818572264724,1.3943953104622047,0.9094909286132361,880219979.3291638,2398.556182440039,0.7824432770071558,2389.482406865284,2401.6041585508538
2025-05-23,0.28379513164596515,0.1750572740023802,1.4189756582298256,0.8752863700119009,532821408.789122,1866.1438497347299,0.8683069205894003,2312.6786173077594,2324.8003689933294
2025-05-26,0.2736542470369258,0.17322466490735383,1.368271235184629,0.8661233245367691,535625154.2337307,1871.0473007189455,0.8676139419188864,2313.481603722844,2325.603355408414
2025-05-29,0.279168147096384,0.17002660180346338,1.3958407354819198,0.8501330090173168,1144578695.0076532,2735.1245864344087,0.7171039104530801,2429.6632735323024,2441.7850252178723
2025-06-01,0.2785731934126134,0.16360515346967625,1.3928659670630668,0.8180257673483812,2198005619.691972,3790.2572210746216,0.45673705327106784,2529.4978842240675,2541.6196359096375
