q,beta1,beta2,R_before,R_after,e_mult,i_mult,SSE,RMSE,R2,AIC,BIC
0.1,0.280469596676066,0.17518360075375042,1.40234798338033,0.8759180037687521,0.997435570297852,0.9990025085714008,531881956.76048154,1864.4979642159008,0.8685391172101993,2312.408614972207,2324.530366657777
0.3,0.28011831287747474,0.17449260335168318,1.4005915643873736,0.8724630167584159,1.0004761886518334,0.9992412791350922,529927504.8720189,1861.0691720663715,0.8690221829870352,2311.845366126803,2323.967117812373
0.5,0.2801182560955964,0.1744926033033187,1.4005912804779819,0.8724630165165934,1.000475556761551,0.9992411153632289,529681224.0166769,1860.636661044473,0.8690830541977351,2311.774243701103,2323.895995386673
0.7,0.2801003419254361,0.17449163345440227,1.4005017096271803,0.8724581672720113,1.000628172106614,0.9992117064524075,529652295.10055286,1860.5858503545492,0.8690902043196813,2311.765887269274,2323.887638954844
0.99,0.28036258238161377,0.17441348457948913,1.4018129119080687,0.8720674228974457,1.0007724177607995,0.9959910703546934,529324177.3596013,1860.00944786342,0.8691713024794068,2311.6710749343874,2323.7928266199574
